Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/batch[8] [burst],15,0,8600.0,8274.856480001472,3708.0540000170004,10567.543599987403,1473.6666666666667,0.0501411382294748,0.0,8600,9000,9700,9800,9900,11000,11000,11000,11000,11000,11000
POST,/batch[9] [burst],12,0,9000.0,9362.642941666612,7180.187799996929,11417.298699991079,1650.3333333333333,0.04011291058357984,0.0,9300,9500,10000,10000,11000,11000,11000,11000,11000,11000,11000
GET,/health [mixed],10,0,8100.0,8180.964439999661,5061.874399980297,10448.732999997446,21.0,0.03342742548631653,0.0,8400,8400,8900,9900,10000,10000,10000,10000,10000,10000,10000
GET,/health [throughput],55,0,8600.0,8602.684110908938,3858.276900020428,11805.450799991377,21.0,0.18385084017474093,0.0,8600,9100,9600,10000,11000,11000,11000,12000,12000,12000,12000
GET,/status [mixed],10,0,8400.0,8750.606840002001,6870.371299999533,11186.366400012048,411.4,0.03342742548631653,0.0,8700,9000,9600,10000,11000,11000,11000,11000,11000,11000,11000
POST,/webhook [burst],83,0,8400.0,8144.3763108442245,53.24249999830499,11805.283199995756,175.32530120481928,0.27744763153642726,0.0,8400,8800,9200,9500,10000,11000,11000,12000,12000,12000,12000
POST,/webhook [mixed-steady],103,0,8700.0,8512.610228156933,756.8461000046227,11369.67780001578,175.14563106796118,0.3443024825090603,0.0,8700,9200,9400,9600,10000,11000,11000,11000,11000,11000,11000
POST,/webhook [resilience-duplicate],41,0,8800.0,8440.392414633206,1057.8040999826044,11104.034400021192,175.29268292682926,0.13705244449389778,0.0,8800,9300,9500,9500,10000,11000,11000,11000,11000,11000,11000
POST,/webhook [resilience-unique],168,0,8500.0,8527.549077382164,557.0162999792956,11730.528200016124,175.32738095238096,0.5615807481701178,0.0,8600,9100,9500,9900,11000,11000,11000,11000,12000,12000,12000
POST,/webhook [scalability-large],57,0,8600.0,8615.384973685683,1246.9409999903291,11753.695399995195,175.26315789473685,0.19053632527200426,0.0,8600,9100,9500,9700,10000,11000,11000,12000,12000,12000,12000
POST,/webhook [scalability-medium],66,0,8600.0,8382.314606061713,607.2222999937367,11810.650700004771,175.1818181818182,0.22062100820968913,0.0,8600,9200,9400,9800,11000,11000,12000,12000,12000,12000,12000
POST,/webhook [scalability-small],71,0,8400.0,8542.03297183226,4697.716499998933,11262.897800013889,175.16901408450704,0.23733472095284738,0.0,8400,9100,9500,9600,10000,11000,11000,11000,11000,11000,11000
POST,/webhook [throughput],422,0,8600.0,8482.671714455275,55.51269999705255,11804.629899997963,175.2345971563981,1.4106373555225578,0.0,8600,9200,9500,9600,10000,11000,11000,11000,12000,12000,12000
,Aggregated,1532,0,8700.0,8562.306097585479,53.24249999830499,12333.96239997819,592.7578328981723,5.121081584503693,0.0,8700,9200,9600,9800,10000,11000,11000,11000,12000,12000,12000
