Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/batch[10] [mixed],18,0,18000.0,17752.143655557626,8841.142100020079,21552.644399984274,1829.111111111111,0.06028080439932895,0.0,18000,19000,19000,19000,21000,22000,22000,22000,22000,22000,22000
POST,/batch[11] [burst],16,0,19000.0,18482.222968750648,15165.63290002523,21686.370000010356,2007.0625,0.05358293724384795,0.0,19000,19000,19000,19000,21000,22000,22000,22000,22000,22000,22000
POST,/batch[12] [burst],7,0,18000.0,18143.855657137465,16385.739799996372,20302.410299977055,2185.4285714285716,0.02344253504418348,0.0,18000,19000,19000,19000,20000,20000,20000,20000,20000,20000,20000
POST,/batch[13] [burst],9,0,18000.0,16379.452644443114,1575.8597999811172,19799.099199997727,2360.777777777778,0.030140402199664476,0.0,18000,18000,19000,19000,20000,20000,20000,20000,20000,20000,20000
POST,/batch[14] [burst],11,0,18000.0,16456.62872727156,1826.1579000100028,20604.943599988474,2537.818181818182,0.03683826935514547,0.0,18000,18000,18000,18000,18000,21000,21000,21000,21000,21000,21000
POST,/batch[15] [burst],8,0,18000.0,17140.22016250965,11043.677800014848,19293.893000023672,2714.125,0.026791468621923976,0.0,18000,18000,19000,19000,19000,19000,19000,19000,19000,19000,19000
POST,/batch[16] [burst],9,0,19000.0,19017.30098889028,16098.12989999773,23004.8461999977,2893.6666666666665,0.030140402199664476,0.0,19000,19000,19000,21000,23000,23000,23000,23000,23000,23000,23000
POST,/batch[17] [burst],8,0,18000.0,18708.041512494674,13649.460299988277,23521.56210000976,3069.625,0.026791468621923976,0.0,18000,19000,21000,21000,24000,24000,24000,24000,24000,24000,24000
POST,/batch[18] [burst],9,0,18000.0,17457.59767777377,7610.547099990072,20216.735899972264,3246.8888888888887,0.030140402199664476,0.0,18000,19000,19000,20000,20000,20000,20000,20000,20000,20000,20000
POST,/batch[19] [burst],17,0,19000.0,18027.381564704498,7156.212000001688,21182.778799993685,3425.470588235294,0.05693187082158845,0.0,19000,19000,19000,20000,21000,21000,21000,21000,21000,21000,21000
POST,/batch[20] [burst],5,0,19000.0,19301.342879998265,18704.195800004527,20813.72029997874,3600.4,0.016744667888702488,0.0,19000,19000,19000,21000,21000,21000,21000,21000,21000,21000,21000
POST,/batch[25] [mixed],9,0,18000.0,18624.487988886864,16342.921799980104,22681.882000004407,4489.444444444444,0.030140402199664476,0.0,18000,18000,19000,21000,23000,23000,23000,23000,23000,23000,23000
POST,/batch[3] [mixed],31,0,18000.0,16178.818999999015,558.1408999860287,20526.993500010576,586.9032258064516,0.10381694090995541,0.0,18000,18000,19000,19000,19000,19000,21000,21000,21000,21000,21000
POST,/batch[5] [burst],6,0,17000.0,17106.784933333984,14332.535699999426,18554.161400010344,941.6666666666666,0.020093601466442984,0.0,18000,18000,18000,18000,19000,19000,19000,19000,19000,19000,19000
POST,/batch[6] [burst],8,0,17000.0,17806.728837502305,14831.894400005694,23226.7731000029,1118.5,0.026791468621923976,0.0,17000,19000,19000,19000,23000,23000,23000,23000,23000,23000,23000
POST,/batch[7] [burst],8,0,18000.0,13979.437912497815,362.8824000188615,19465.525599982357,1295.875,0.026791468621923976,0.0,18000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
POST,/batch[8] [burst],10,0,18000.0,15882.941570002004,3431.423000001814,21312.940700008767,1472.0,0.033489335777404976,0.0,18000,19000,19000,19000,21000,21000,21000,21000,21000,21000,21000
