Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/status [mixed],5,0,910.0,584.2941200069617,3.330800012918189,955.6297000090126,410.6,0.02797913975309421,0.0,910,950,950,960,960,960,960,960,960,960,960
POST,/webhook [burst],98,0,690.0,791.3008061233476,52.871899999445304,2282.1537999843713,175.23469387755102,0.5483911391606465,0.0,700,940,1100,1300,1600,1700,2000,2300,2300,2300,2300
POST,/webhook [mixed-steady],54,0,1000.0,1059.9840777781706,176.78919999161735,2125.6967000081204,175.14814814814815,0.30217470933341745,0.0,1100,1300,1400,1500,1700,2000,2000,2100,2100,2100,2100
POST,/webhook [resilience-duplicate],15,0,1100.0,1051.2326400028542,305.69870001636446,1853.8051999930758,175.0,0.08393741925928264,0.0,1100,1300,1500,1500,1800,1900,1900,1900,1900,1900,1900
POST,/webhook [resilience-unique],64,0,980.0,997.2044843761978,74.21950000571087,2444.7895000048447,175.203125,0.35813298883960587,0.0,1000,1100,1300,1400,1700,1800,2000,2400,2400,2400,2400
POST,/webhook [scalability-large],40,0,1100.0,1053.6230550031178,53.18509999779053,2158.157300000312,175.225,0.22383311802475367,0.0,1100,1300,1400,1500,1700,2100,2200,2200,2200,2200,2200
POST,/webhook [scalability-medium],36,0,900.0,968.8568305549173,53.74329999904148,2353.9724000147544,175.5,0.20144980622227832,0.0,950,1100,1300,1300,1600,2300,2400,2400,2400,2400,2400
POST,/webhook [scalability-small],43,0,910.0,1047.5028558149609,105.2114000194706,2733.399399992777,175.09302325581396,0.24062060187661022,0.0,910,1200,1400,1500,1800,2100,2700,2700,2700,2700,2700
POST,/webhook [throughput],133,0,910.0,952.0244751894966,53.53980002109893,2212.5442000105977,175.28571428571428,0.744245117432306,0.0,910,1200,1300,1400,1600,1800,2000,2100,2200,2200,2200
,Aggregated,854,0,1000.0,1041.1958845438048,3.330800012918189,2971.0456000175327,732.7622950819672,4.778837069828491,0.0,1000,1300,1400,1500,1800,1900,2100,2300,3000,3000,3000
